ID,Area,City,Restaurant,Price,Avg ratings,Total ratings,Food type,Address,Delivery time
356729,Himayath Nagar,Hyderabad,Paratha Experiment,250,2.9,80,North Indian  Punjabi  Home Food  Indian  Snacks  Combo  Desserts  Beverages  South Indian  Continental  Chettinad  Healthy Food  Chinese  Sweets,Himayatnagar,36
356732,Himayath Nagar,Hyderabad,The Biryani Experiment,250,3.5,20,"Biryani,Hyderabadi,Indian,Kebabs,North Indian,South Indian,Andhra,Afghani,Combo,Desserts,Beverages,Punjabi,Kerala,Sweets,Arabian,Lucknowi,Parsi,Tandoor",Himayatnagar,37
356741,Himayath Nagar,Hyderabad,That Pizza Place,250,2.9,80,Pizzas  Italian  Fast Food  Desserts  Continental  Mediterranean  American  Mexican  Indian  Combo  Beverages  Bakery  French  Sweets  European  Lebanese  Snacks,Himayatnagar,36
357012,New Malakpet,Hyderabad,Sahadeva Reddy'S Chaat Chowk,300,4.2,50,"Chaat,Fast Food",Kothapet & Dilsukhnagar,38
357685,Shivaji Nagar,Hyderabad,Metro Cafe,200,3.7,20,Indian  Fast Food  Bakery,Begumpet,59
357811,Brindavan Colony,Hyderabad,Leos Kitchen,350,2.9,80,"South Indian,North Indian",Santoshnagar & Saidabad,71
358114,Ramnas Pura,Hyderabad,Pizza Stories,350,2.9,80,Pizzas,Charminar,59
358874,Huda Colony,Hyderabad,Annapurna Mess,200,3.7,100,"Indian,Biryani,Chinese",Kothapet & Dilsukhnagar,50
359119,Peerzadiguda,Hyderabad,Biryani Blend Family Restaurant,300,2.9,80,"Biryani,Chinese,North Indian",Uppal,85
361397,Sanjeeva Reddy Nagar,Hyderabad,Wowffles,400,3.7,50,Desserts  Bakery,Sr Nagar,79
361558,Narayanguda,Hyderabad,Ks Bakers,250,3.9,100,Bakery,Himayath Nagar,27
361775,Sri Sai Tarun Enclave,Hyderabad,Bowls Kitchen,200,3.7,100,"North Indian,South Indian",Kothapet & Dilsukhnagar,65
362972,New Malakpet,Hyderabad,Sri Balaji Tasty Tiffins And Meals,150,2.9,80,South Indian,Kothapet & Dilsukhnagar,33
363699,Punjagutta,Hyderabad,Om Sairam Hospitality Services,200,4.4,100,Indian  South Indian  Chinese,Begumpet,67
364600,Kothapet,Hyderabad,Ae-Spice Villa,380,3,20,"Indian,Fast Food",Kothapet & Dilsukhnagar,68
364658,Banjara Hills,Hyderabad,Chef'S Sandwich,600,2.9,80,Fast Food,Banjara Hills,67
364659,Banjara Hills,Hyderabad,Burger Dude'S,600,2.9,80,Fast Food,Banjara Hills,68
364660,Banjara Hills,Hyderabad,Pange'S Pizza,600,2.9,80,Pizzas,Banjara Hills,68
364812,Banjara Hills,Hyderabad,Blenders & Coolers,600,2.9,80,"Beverages,Juices",Banjara Hills,69
364813,Banjara Hills,Hyderabad,Best Pasta,600,2.9,80,Pastas,Banjara Hills,69
365431,Khairtabad,Hyderabad,Vijaya Mirchi Point,100,4,50,"Street Food,Indian,South Indian,Snacks",Somajiguda & Khairtabad,49
365525,Koti,Hyderabad,Penang,500,4,500,"Asian,Chinese,Thai",Human Tekdi,35
365593,Malkajgiri,Hyderabad,Chocolate Ideas,300,3.8,50,Desserts  Haleem  Home Food  Healthy Food  Fast Food  Sweets  Beverages,Mahendrahills,82
365595,Banjara Hills,Hyderabad,Gol Panipuri,500,2.9,80,Chaat,Banjara Hills,66
366566,Padmarao Nagar,Hyderabad,Saptami Grand - Udupi Veg Restaurant,200,4.3,100,"South Indian,Chinese,Desserts",Nallakunta & Vidyanagar,47
366828,Punjagutta,Hyderabad,Delhi Mithaiwala,250,4.4,500,Sweets  Desserts  Chaat  Snacks  Bakery,Ameerpet,61
366834,Himayatnagar,Hyderabad,Mohammedia Shawarma,300,3.8,100,"Arabian,Lebanese,Street Food",Himayath Nagar,31
366947,Pathar Gatti,Hyderabad,Deluxe Marhaba,300,3,20,"Arabian,Biryani,Chinese",Charminar,39
367381,Dilsukhnagar,Hyderabad,Monginis,500,3.8,20,"Bakery,Desserts,Snacks",Kothapet & Dilsukhnagar,40
367602,Banjara Hills,Hyderabad,Ciro'S Pizzeria,1000,3.9,100,"Pizzas,Italian,Continental,American,Desserts",Khairatabad,64
367704,Narayanguda,Hyderabad,1441 Pizzeria,400,4.1,500,"Italian,Pizzas,Pastas,Desserts,Beverages",Himayath Nagar,33
367760,Ramgopalpet,Hyderabad,New Sharma Chat House,150,4.2,50,Chaat  Snacks  Beverages,Begumpet,58
367769,Chintal,Hyderabad,Lucky Restaurant,300,4,10000,"Biryani,Tandoor,Chinese,North Indian,Desserts,Kebabs,Mughlai",Banjara Hills,38
367938,Kavadiguda,Hyderabad,Nice Tiffins,200,4.1,20,South Indian,Nallakunta & Vidyanagar,41
368307,Kachiguda,Hyderabad,New Handi Biryani,200,3.9,20,"Chinese,Biryani,Kebabs,South Indian,Beverages",Himayath Nagar,29
368434,Ameerpet,Hyderabad,Sai Ganesh Tiffins,50,4,100,Street Food  South Indian,Ameerpet,64
368585,Himayatnagar,Hyderabad,Burger Bros,200,4,100,Snacks,Chikkadpally,33
369152,Moosarambagh,Hyderabad,Pista House Bakery & Restaurant,300,4.1,1000,"North Indian,Biryani,Tandoor,Chinese",Kothapet & Dilsukhnagar,42
369509,New Nallakunta,Hyderabad,Kung Pao Kitchen,300,4.1,100,Chinese,Himayath Nagar,34
369534,New Nallakunta,Hyderabad,Jai Bhavani Spicy Hot Fast Food Centre,100,3.8,100,"Street Food,Indian,Chinese",Chikkadpally,29
369949,Toli Chowki,Hyderabad,Arabesq - Kunafa & Shawarma,200,3.7,50,"Arabian,Lebanese,Beverages,Juices",Mehdipatnam,66
369953,Huda Complex,Hyderabad,Burger Eat'S,300,2.9,80,"Snacks,Biryani,Fast Food",Kothapet & Dilsukhnagar,64
369970,Himayath Nagar,Hyderabad,Arancini,700,3.6,100,"Pizzas,American,Italian,Snacks",Human Tekdi,37
370024,Ameerpet,Hyderabad,Sri Ganesh Fruit Juice,100,4.4,100,Street Food  Indian  Beverages,Ameerpet,71
370144,Kachiguda,Hyderabad,Patel'S Chips And Crisps,350,4.4,100,Indian,Himayath Nagar,25
370238,Koti,Hyderabad,The Indiway,500,4.1,100,"North Indian,Biryani,Mughlai,Tandoor,Snacks",Human Tekdi,41
370690,Kavadiguda,Hyderabad,Rushty Reataurant Chat Sandwich And Juice,150,2.9,80,"Fast Food,Beverages,Juices",Nallakunta & Vidyanagar,51
371351,Mehdipatnam,Hyderabad,Andhra Meals,200,4,1000,South Indian,Mehdipatnam,46
371809,Nagole,Hyderabad,Cake For You,250,4.4,20,"Bakery,Desserts",Kothapet & Dilsukhnagar,69
372495,Kothapet,Hyderabad,The Burger Chefs,500,2.9,80,"Pizzas,Fast Food,Beverages",Nagole X Road,67
372536,Ameerpet,Hyderabad,Hungry Burger,200,2.9,80,Chinese,Ameerpet,70
373737,Kothapet,Hyderabad,Viyaala Vaari Vindhu,300,4,50,South Indian,Kothapet & Dilsukhnagar,58
375750,Mehdipatnam,Hyderabad,Js Fast Food,250,2.9,80,"North Indian,Indian,Snacks,Beverages",Tolichowki,61
376269,Toli Chowki,Hyderabad,Baithak,450,3.7,20,"Continental,Beverages",Tolichowki,71
376665,Sarvodaya Colony,Hyderabad,The Mirchiesz,300,3.8,100,"Chinese,Biryani,Indian",Kothapet & Dilsukhnagar,74
376914,Somajiguda & Khairtabad,Hyderabad,Theobroma,500,4.6,500,"Desserts,Bakery,Beverages",Somajiguda & Khairtabad,52
377305,Santoshnagar & Saidabad,Hyderabad,Shawarma Station,289,3.1,20,"Arabian,Lebanese",Santoshnagar & Saidabad,58
377316,Abids & Koti,Hyderabad,Ram Ki Bandi,300,4.1,100,South Indian,Himayath Nagar,28
378002,Tarnaka  Nacharam & Malkajigiri,Hyderabad,Chutney Bowl,150,4.2,500,South Indian,Tarnaka  Nacharam & Malkajigiri,61
378076,Mehdipatnam,Hyderabad,The Hyderabad Chicken Haleem,150,3.2,20,Haleem,Mehdipatnam,53
379359,Tarnaka Nacharam & Malkajigiri,Hyderabad,Maharashtrian Kitchen,200,2.9,80,Maharashtrian,Tarnaka Nacharam & Malkajigiri,87
379687,Tolichowki,Hyderabad,Fried Chicken Hub,325,4.2,100,Continental,Tolichowki,78
379796,Kothapet & Dilsukhnagar,Hyderabad,Five Star And Koli Hut,120,4.7,20,Indian,Kothapet & Dilsukhnagar,54
379892,Abids & Koti,Hyderabad,The Brooklyn Creamery - Healthy Ice Cream,200,3.9,20,"Desserts,Ice Cream,Healthy Food",Abids,35
380346,A.S. Rao Nagar & Sainikpuri,Hyderabad,Sri Sai Ak Tiffin Centre,200,4.2,100,Indian  South Indian,A.S. Rao Nagar & Sainikpuri,83
380609,Banjara Hills,Hyderabad,Ab'S-Absolute Barbecues,500,3.5,50,"Barbecue,Biryani,Chinese",Banjara Hills,70
380632,Uppal,Hyderabad,Waffee & Co,200,4.4,50,"Desserts,Waffle",Uppal,63
380796,Tolichowki,Hyderabad,Galaxy Paradise,250,3.6,20,"Biryani,Chinese",Tolichowki,69
380806,Kharkhana & Trimulgherry,Hyderabad,Balaji Jainarayan Mithai Bhandar,300,3.8,20,Sweets  Snacks  Bengali,Kharkhana & Trimulgherry,69
381153,Banjara Hills,Hyderabad,The Bedford Bakehouse And Tearoom,500,2.9,80,Continental,Banjara Hills,74
381293,Ameerpet,Hyderabad,Abhiruchi Swagruha Foods,250,4.5,100,Sweets  Snacks,Ameerpet,62
381343,Nallakunta & Vidyanagar,Hyderabad,Tasty Inn Hyderabadi Biryani,250,2.9,80,"Biryani,Indian,Chinese,Seafood",Nallakunta & Vidyanagar,43
381612,Nallakunta & Vidyanagar,Hyderabad,Chickden,250,4.1,20,"Indian,Arabian,Chinese",Nallakunta & Vidyanagar,44
382802,Kothapet & Dilsukhnagar,Hyderabad,Sri Surya Tiffins,150,2.9,80,"South Indian,Chinese,Fast Food,Snacks",Kothapet & Dilsukhnagar,67
382938,Santoshnagar & Saidabad,Hyderabad,Zaheer Juice Center,200,2.9,80,"Juices,Beverages",Santoshnagar & Saidabad,35
382954,Banjara Hills,Hyderabad,Trio La Patisserie,300,2.9,80,"Bakery,Desserts",Banjara Hills,58
383042,Begumpet,Hyderabad,Trio La Patisserie,400,2.9,80,Bakery  Desserts,Begumpet,64
383051,Lakdi Ka Pul,Hyderabad,Peshawar Juice N Ice Cream,200,2.9,20,Juices  Beverages  Desserts,Lakdi Ka Pul,51
383176,Tolichowki,Hyderabad,Surprise India - Cakes & Desserts,300,2.9,80,Desserts,Tolichowki,56
383392,Kothapet & Dilsukhnagar,Hyderabad,Belly'S Icecreams And Thickshakes,300,2.9,80,"Beverages,Ice Cream",Kothapet & Dilsukhnagar,46
383485,Tarnaka Nacharam & Malkajigiri,Hyderabad,Manu S Kitchen,500,4.1,100,"Chinese,Tandoor,Seafood,Biryani,Indian",Tarnaka Nacharam & Malkajigiri,68
383502,Uppal,Hyderabad,Sh Shawarma,200,2.9,80,Arabian  Fast Food,Uppal,47
383693,Charminar,Hyderabad,Pista House Premium Lounge,300,4.2,1000,"American,Fast Food,Snacks",Charminar,46
384326,Nallakunta & Vidyanagar,Hyderabad,Guest House Coffee And Ice Cream Parlour,300,2.9,80,"Fast Food,Pizzas,Pastas,Beverages",Nallakunta & Vidyanagar,52
385130,Himayath Nagar,Hyderabad,Santosh Family Dhaba,300,3.8,500,"North Indian,Biryani,Chinese,Tandoor,Indian",Himayath Nagar,32
386516,Nallakunta & Vidyanagar,Hyderabad,Thaaliyan By Phulkaas,200,3.8,100,"Indian,Mughlai",Nallakunta & Vidyanagar,38
386733,Kothapet & Dilsukhnagar,Hyderabad,Neapolitan Pizza,150,2.9,80,Pizzas,Kothapet & Dilsukhnagar,63
386898,Himayath Nagar,Hyderabad,Ayezas Kitchen,260,3.9,50,"Indian,Hyderabadi",Himayath Nagar,58
387061,Nallakunta & Vidyanagar,Hyderabad,Saravana Udupi Hotel,150,3.8,50,South Indian,Nallakunta & Vidyanagar,46
387091,Charminar,Hyderabad,The Mahboob Biryani,1500,2.9,80,Biryani,Charminar,38
387279,Kothapet & Dilsukhnagar,Hyderabad,New Shahi Naan,49,2.9,80,Indian,Kothapet & Dilsukhnagar,34
387382,Nampally,Hyderabad,Naseeb Hotel,200,3.8,20,"Indian,Biryani",Aghapura Nampally,36
387500,Banjara Hills,Hyderabad,Shahi Rasoi Multicuisine Family Restaurant,750,4.1,50,"Biryani,Desserts,Grill",Hamayun Nagar Near Nmdc,50
387699,Charminar,Hyderabad,Burgersuncle,300,2.9,80,"American,Italian,Indian",Charminar,50
387718,Banjara Hills,Hyderabad,Tasco Bakery,350,4.2,20,"Bakery,Desserts,Snacks",Banjara Hills,49
387971,Banjara Hills,Hyderabad,Just Bake Banjarahills,150,2.9,80,Bakery  Desserts  Fast Food,Banjara Hills,68
388141,Uppal,Hyderabad,Cafe De Gardenia,360,2.9,80,Chinese  Indian  Biryani,Uppal,74
388599,Santoshnagar & Saidabad,Hyderabad,Kings Pizza Hut,200,2.9,80,Continental,Santoshnagar & Saidabad,58
388730,Himayath Nagar,Hyderabad,A.M.Tiffin Centre,150,4.1,50,South Indian,Himayath Nagar,29
388772,Kothapet & Dilsukhnagar,Hyderabad,Hotel Swagath,200,4.4,100,North Indian,Kothapet & Dilsukhnagar,43
388850,Himayath Nagar,Hyderabad,Roll It Up,300,3.2,20,"Fast Food,Snacks,Italian,Chinese,Beverages",Himayath Nagar,32
389517,Nallakunta & Vidyanagar,Hyderabad,Arabian Mandi House,420,2.9,80,Arabian,Nallakunta & Vidyanagar,48
389858,Himayath Nagar,Hyderabad,I Creamy Cafe,200,2.9,80,North Indian,Himayath Nagar,52
389882,Uppal,Hyderabad,Sv Food Court,149,2.9,80,"Chinese,Biryani",Uppal,67
390867,Santoshnagar & Saidabad,Hyderabad,S V Food Court,200,2.9,80,Chinese,Santoshnagar & Saidabad,52
390887,Himayath Nagar,Hyderabad,Bake Zone Bakery&Lounge,300,2.9,80,"Desserts,Fast Food",Himayath Nagar,40
390946,Nallakunta & Vidyanagar,Hyderabad,Al Saud Bait Al Mandi,250,4,100,Arabian,Nallakunta & Vidyanagar,34
391778,Nallakunta & Vidyanagar,Hyderabad,Chinese Fast Food,250,2.9,80,Chinese,Nallakunta & Vidyanagar,37
391832,Himayath Nagar,Hyderabad,Fish Oh Fish,400,2.9,80,"Biryani,Tandoor,Mughlai",Ashok Nagar,38
392201,Banjara Hills,Hyderabad,Royal Biryani Kabab Juice,200,2.9,80,"Juices,Salads",Banjara Hills,55
392211,Himayath Nagar,Hyderabad,Nice Day Baquares And Ice Creams,100,2.9,80,Chinese,Himayath Nagar,38
392283,Nallakunta & Vidyanagar,Hyderabad,Bachchu S Chaat By Phulkaas,200,2.9,80,"Chaat,Snacks",Nallakunta & Vidyanagar,39
392342,Charminar,Hyderabad,Ms Mandi And Shawarma,240,4.1,50,Indian,Charminar,39
392457,Kothapet & Dilsukhnagar,Hyderabad, Sahadeva Reddy'S Biryani Durbar,250,4.1,50,"Biryani,Chinese,Indian",Kothapet & Dilsukhnagar,45
393652,Himayath Nagar,Hyderabad,The Joint Shawarma,400,4,20,Indian,Himayath Nagar,32
393672,Nampally,Hyderabad,Sunrise Tiffins Bakery And Fastfood,200,2.9,80,"Continental,Ice Cream,Bakery,Beverages",Nampally,40
393706,Santoshnagar & Saidabad,Hyderabad,Pista House Restaurant,500,4.1,500,"Tandoor,Indian,Chinese,Biryani,Beverages",Santoshnagar & Saidabad,48
394267,Kothapet & Dilsukhnagar,Hyderabad,Hasrat Catering India,300,2.9,80,Indian,Kothapet & Dilsukhnagar,46
394651,Somajiguda & Khairtabad,Hyderabad,Biryanis And More,350,3.9,100,"Biryani,Chinese,Tandoor",Somajiguda & Khairtabad,49
395765,Kothapet & Dilsukhnagar,Hyderabad,Potful - Claypot Biryanis,500,4,500,"Biryani,Kebabs,Mughlai,North Indian",Kothapet & Dilsukhnagar,77
395773,Kothapet & Dilsukhnagar,Hyderabad,Wah! Kulcha,200,3.7,20,Fast Food,Kothapet & Dilsukhnagar,77
396274,Kothapet & Dilsukhnagar,Hyderabad,Lalaji Dilli Wale Chaat,300,2.9,80,"Chaat,Fast Food,Maharashtrian,Beverages",Kothapet & Dilsukhnagar,66
396621,Banjara Hills,Hyderabad,Sher-E-Punjab Dhaba,350,2.9,80,"Indian,Biryani",Banjara Hills,40
396976,Nallakunta & Vidyanagar,Hyderabad,Mamaz Almandi,300,2.9,80,Indian,Nallakunta & Vidyanagar,48
397493,Himayath Nagar,Hyderabad,A Bowl Affair,300,3.3,20,"Indian,Chinese,Combo,Beverages",Himayath Nagar,33
397871,Kothapet & Dilsukhnagar,Hyderabad,Nalabheema Kitchen,250,3.9,100,Chinese,Kothapet & Dilsukhnagar,60
398440,Santoshnagar & Saidabad,Hyderabad,Ssv Foods,180,2.9,80,Snacks,Santoshnagar & Saidabad,53
398591,Ameerpet,Hyderabad,Tiny Foods Homely Food Court,300,4.1,50,Indian,Ameerpet,76
398857,Charminar,Hyderabad,The Kunafa Station,300,3.9,100,Desserts,Charminar,39
399267,Himayath Nagar,Hyderabad,Swiss Castle,500,4.6,100,"Bakery,Sweets,Desserts",Himayath Nagar,28
399611,Kachiguda,Hyderabad,Hotel Woodside (Veg),200,4.5,100,South Indian  North Indian  Chinese,Himayath Nagar,30
400427,Tarnaka  Nacharam & Malkajigiri,Hyderabad,Cupcake Bliss Cake & Desserts,200,4,20,Bakery  Desserts  Ice Cream,Tarnaka  Nacharam & Malkajigiri,72
400765,Kothapet & Dilsukhnagar,Hyderabad,Monster Burger,200,3.2,20,"Chinese,South Indian,Snacks,Combo,Beverages,Desserts",Kothapet & Dilsukhnagar,75
400882,Banjara Hills,Hyderabad,The Clay Pot,300,2.9,80,North Indian,Banjara Hills,74
401069,Kothapet & Dilsukhnagar,Hyderabad,Destino Re Defined,250,2.9,80,"Chinese,Indian,Biryani",Kothapet & Dilsukhnagar,49
402010,Kothapet & Dilsukhnagar,Hyderabad,Cake D'Licious,250,3.9,100,"Bakery,Desserts",Kothapet & Dilsukhnagar,50
402599,Himayath Nagar,Hyderabad,Haldirams,300,4.2,100,"Indian,Biryani,Snacks,Fast Food,Beverages",Ground Floor Moti Mahal Market,33
402864,Himayath Nagar,Hyderabad,La Pino'Z Pizza,400,4,500,"Pizzas,Italian,Mexican,Desserts,Fast Food,Snacks",Himayath Nagar,33
402881,Kothapet & Dilsukhnagar,Hyderabad,Urban Monk Fine Baking,600,2.9,80,Fast Food,Kothapet & Dilsukhnagar,73
403007,Himayath Nagar,Hyderabad,Haldirams Sweets And Namkeen,300,4.3,20,"Sweets,Snacks",Ground Floor Moti Mahal Market,31
403632,Somajiguda & Khairtabad,Hyderabad,Kushi Tiffin Center,100,2.9,80,South Indian,Somajiguda & Khairtabad,48
403648,Banjara Hills,Hyderabad,Oh! Punjab,300,4.3,50,"Punjabi,North Indian,Chinese",Banjara Hills,75
404272,Nampally,Hyderabad,Halal Guys,300,2.9,80,"Fast Food,Beverages,Ice Cream",Nampally,48
404322,Nallakunta & Vidyanagar,Hyderabad,Pizza And Burgers,300,3.3,20,"Fast Food,Pizzas,Beverages",Nallakunta & Vidyanagar,43
404999,Vidyanagar,Hyderabad,Box8 - Desi Meals,250,3.7,50,"North Indian,Biryani,Combo,Snacks",Ashok Nagar,38
405000,Vidyanagar,Hyderabad,Itminaan Biryani - Dum Pukht,250,2.9,80,"North Indian,Biryani,Combo,Snacks",Ashok Nagar,39
405221,Kothapet & Dilsukhnagar,Hyderabad,Agra Sandwich Pasta  Momos Corner,300,2.9,80,"Italian,Snacks",Kothapet & Dilsukhnagar,36
405403,Himayath Nagar,Hyderabad,Deccan Chef,150,2.9,80,Indian,Himayath Nagar,34
405522,Charminar,Hyderabad,Swagath Hotel,400,4.3,100,"South Indian,Chinese,Indian",Charminar,44
406023,Tolichowki Hps Kids School Opposite,Hyderabad,Healthy Food House,100,2.9,80,Indian  Fast Food  Beverages,Tolichowki,83
406043,Nallakunta & Vidyanagar,Hyderabad,Lassi N Cafe,200,2.9,80,"Beverages,Fast Food",Nallakunta & Vidyanagar,40
406058,Himayath Nagar,Hyderabad,Break The Bread-Sandwiches And Burgers,200,3.6,20,Healthy Food,Himayath Nagar,35
406074,Himayath Nagar,Hyderabad,Rice++,200,2.9,80,Healthy Food,Himayath Nagar,36
406154,Tarnaka Nacharam & Malkajigiri,Hyderabad,Kritunga Restaurant,500,3.7,500,"Biryani,Rayalaseema,Andhra,South Indian",Tarnaka Nacharam & Malkajigiri,59
406780,Kothapet & Dilsukhnagar,Hyderabad,Fipola Grill House,400,2.9,80,"Seafood,Snacks,Grill",Kothapet & Dilsukhnagar,65
407004,Kothapet & Dilsukhnagar,Hyderabad,Reddy Vari Biryani,250,2.9,80,"Indian,Biryani",Kothapet & Dilsukhnagar,72
407019,Kothapet & Dilsukhnagar,Hyderabad,Lalaji Dilli Wale,400,3.4,100,"North Indian,Chinese,Salads",Kothapet & Dilsukhnagar,65
407346,Tarnaka Nacharam & Malkajigiri,Hyderabad,Punjabi Tadka,250,2.9,80,"Indian,Punjabi,Fast Food",Tarnaka Nacharam & Malkajigiri,77
407938,Tolichowki,Hyderabad,Arabian Grills,300,4.2,100,"Arabian,Beverages",Tolichowki,61
408177,Kachiguda,Hyderabad,Pizza Hut,300,2.9,80,Pizzas,Ph Kachiguda Hyderabad,34
408245,Himayath Nagar,Hyderabad,Dragon Society,200,3.8,50,"Chinese,South Indian,North Indian,Fast Food",Himayath Nagar,34
408327,Charminar,Hyderabad,Snappy Snacks Point,200,3.4,20,"Chinese,Snacks",Charminar,52
408587,L.B Nagar,Hyderabad,Mr Chef Mandi House,500,3.5,50,Arabian,Kothapet & Dilsukhnagar,59
408650,Himayath Nagar,Hyderabad,Biryani Society,200,2.9,80,"Indian,Biryani,Combo",Himayath Nagar,37
408696,Charminar,Hyderabad,Tajis Food Court,2,2.9,80,Indian  South Indian  Chinese  Arabian,Charminar,68
408756,Banjara Hills,Hyderabad,Lassi & Falooda Co,200,2.9,80,"Beverages,Healthy Food,Juices",Banjara Hills,65
409032,Himayath Nagar,Hyderabad,Theboardgamecafe,500,2.9,80,"Indian,Chinese",Himayath Nagar,39
409662,Tolichowki,Hyderabad,Mandistan,400,3.6,20,Arabian,Tolichowki,69
410257,Banjara Hills,Hyderabad,Wow! China,400,3.9,100,"Tibetan,Fast Food,Chinese,Asian,Snacks,Continental,Desserts,Beverages",Banjara Hills,62
410603,Banjara Hills,Hyderabad,Nizami Shawarma,250,2.9,80,"Arabian,Beverages",Banjara Hills,65
410677,Sithaphalmandi,Hyderabad,Robin Pizza Den,200,2.9,80,"Fast Food,Pizzas",Nallakunta & Vidyanagar,59
410943,Tolichowki,Hyderabad,Shawarma Spot,200,2.9,80,Arabian,Tolichowki,76
411106,Himayath Nagar,Hyderabad,Crumbled Cheese,350,4.3,50,"Italian,Beverages,Pizzas,Pastas,Desserts,Mexican",Himayath Nagar,39
411523,Banjara Hills,Hyderabad,Vadapav & More,200,2.9,80,Beverages,Banjara Hills,63
411969,Himayath Nagar,Hyderabad,Tasim - On The Go,300,4.3,50,"North Indian,Snacks",Himayath Nagar,41
412186,Kothapet & Dilsukhnagar,Hyderabad,Golden Dragon,150,2.9,80,Fast Food,Kothapet & Dilsukhnagar,57
412275,Charminar,Hyderabad,Cravings,250,2.9,80,"Fast Food,Snacks",Charminar,58
412898,Tolichowki,Hyderabad,Coconut Juice Bar,200,4.5,50,"Beverages,Desserts,Healthy Food,Ice Cream,Snacks",Tolichowki,64
413059,Banjara Hills,Hyderabad,Healing Rice Bowls,200,3.3,20,North Indian,Banjara Hills,70
413190,Tolichowki,Hyderabad,Cane Land,150,2.9,80,Snacks  Beverages,Tolichowki,88
413611,Kothapet & Dilsukhnagar,Hyderabad,Gully Lounge,493,2.9,80,"Chinese,South Indian,Biryani,Juices,Beverages,Ice Cream",Kothapet & Dilsukhnagar,67
413647,Banjara Hills,Hyderabad,The Sandwich Story,200,2.9,80,"Healthy Food,Snacks",Banjara Hills,72
413757,Himayath Nagar,Hyderabad,Bachelor Burgers,200,3.4,20,"Continental,Italian",Himayath Nagar,47
413769,Kothapet & Dilsukhnagar,Hyderabad,Bakers S Street,450,2.9,80,Fast Food  Bakery  Desserts  Beverages,Kothapet & Dilsukhnagar,58
413860,Charminar,Hyderabad,Tameems Shawarma,270,2.9,80,"Arabian,Snacks",Charminar,61
414163,Banjara Hills,Hyderabad,Ath - All Things Healthy!,200,4,100,Healthy Food  Indian  Keto  Snacks  Bakery  North Indian,Banjara Hills,63
414234,Uppal,Hyderabad,The Waffle Co,200,4.2,50,Desserts  Beverages,Uppal,61
414555,Kothapet & Dilsukhnagar,Hyderabad,Hungry Treats,200,2.9,80,"Mexican,Pizzas,Pastas",Kothapet & Dilsukhnagar,69
414556,Himayath Nagar,Hyderabad,House Of Burger,150,2.9,80,"Fast Food,Beverages",Nampally,43
414589,Banjara Hills,Hyderabad,Zouq Fusion Foods,800,2.8,20,Turkish,Banjara Hills,83
414777,Tolichowki,Hyderabad,Andhra Gunpowder,280,4.4,1000,Andhra,Tolichowki,45
415011,Mehdipatnam,Hyderabad,Bakers Magic,350,2.9,80,Fast Food,Mehdipatnam,54
415326,Banjara Hills,Hyderabad,Kulfi & Falooda Project,200,2.7,20,"Desserts,Snacks,Beverages,Healthy Food",Banjara Hills,67
415623,Ameerpet,Hyderabad,Coastal Chops,300,2.9,80,Coastal  Indian  Seafood,Ameerpet,75
416005,Kothapet & Dilsukhnagar,Hyderabad,Cakes11,200,4,100,Bakery  Desserts,Kothapet & Dilsukhnagar,64
416537,Nallakunta & Vidyanagar,Hyderabad,Eat Neat,200,4.2,100,"Fast Food,Lebanese,Continental,Healthy Food",Nallakunta & Vidyanagar,41
416540,Nallakunta & Vidyanagar,Hyderabad,I Love Combos,300,2.9,80,"Continental,Pizzas,Beverages,Fast Food",Nallakunta & Vidyanagar,43
416547,Nallakunta & Vidyanagar,Hyderabad,Sandwich Bristo,250,2.9,80,"European,Snacks,Fast Food",Nallakunta & Vidyanagar,45
416564,Nallakunta & Vidyanagar,Hyderabad,Emi Burger,400,2.9,80,"Snacks,Beverages,Fast Food",Nallakunta & Vidyanagar,45
417169,Kothapet & Dilsukhnagar,Hyderabad,Platform 65,400,3.3,20,"Indian,North Indian,Chinese,Desserts,Beverages",Kothapet & Dilsukhnagar,64
417694,Somajiguda & Khairtabad,Hyderabad,New Arabian Mandi Restaurant,400,2.9,80,Arabian,Somajiguda & Khairtabad,63
417865,Mehdipatnam,Hyderabad,Andhra Meals And Rolls Zone,200,2.9,80,"South Indian,Indian",Mehdipatnam,54
418285,Ameerpet,Hyderabad,The Bakers Dozen,350,4.7,20,Bakery  Beverages,Ameerpet,67
419707,Kachiguda,Hyderabad,Kfc,400,3.8,20,American  Snacks,Kachiguda,45
420370,Begumpet,Hyderabad,Tanisi Multicuisine Restaurant,300,2.9,80,"Indian,Chinese,Biryani,Continental",Begumpet,58
420864,Banjara Hills,Hyderabad,Hero Sandwiches,250,2.9,80,"Fast Food,Salads,Snacks,Desserts",Banjara Hills,68
421026,Khairtabad,Hyderabad,Hotel Indu Deluxe,400,4.9,20,"South Indian,Biryani",Banjara Hills,44
421563,Begumpet,Hyderabad,Kgf Italian Wood Fire Pizza,300,2.9,80,Italian  Pizzas,Begumpet,77
421614,Himayath Nagar,Hyderabad,Patiala On The Rocks,250,2.9,80,"Beverages,Snacks",Himayath Nagar,33
421659,Banjara Hills,Hyderabad,Mf Biryani And Shawarma,250,2.9,80,Biryani,Banjara Hills,69
421706,Himayath Nagar,Hyderabad,The Burger Dudes,250,2.9,80,"Continental,Fast Food,Snacks",Himayath Nagar,33
